2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,detected
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,processing
2019-09-13 14:21:06,zzz,resolved
2019-09-13 14:21:06,zzz,resolved
